brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,milage_in_kelos,car_age,value_index,car_type
BMW,430 i,2017,58880,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,21000,58.88,7,2625.0,new
Cadillac,Escalade Sport Platinum,2021,26000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,104000,26.0,3,26000.0,new
Honda,Civic EX,2008,190640,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Silver,At least 1 accident or damage reported,5500,190.64,16,323.52941176470586,old
Porsche,Cayenne AWD,2020,37500,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,59900,37.5,4,11980.0,new
Cadillac,ATS 2.5L Luxury,2013,225000,Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,13600,225.0,11,1133.3333333333333,old
Lexus,LS 460 Base,2014,123256,Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,24995,123.256,10,2272.2727272727275,old
Cadillac,Escalade Premium Luxury,2021,11459,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Brown,None reported,88900,11.459,3,22225.0,new
Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,67289,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,20490,67.289,8,2276.6666666666665,new
Hyundai,Veloster Base,2013,56837,Gasoline,132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,10500,56.837,11,875.0,old
Chevrolet,Corvette Base,2002,44168,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Orange,Black,None reported,30000,44.168,22,1304.3478260869565,old
Mercedes-Benz,C-Class C 300 4MATIC,2019,59766,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Lunar Blue Metallic,Macchiato,None reported,26900,59.766,5,4483.333333333333,new
Kia,Stinger GT,2018,56300,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,29950,56.3,6,4278.571428571428,new
Volvo,S60 R,2004,167000,Gasoline,300.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,8000,167.0,20,380.95238095238096,old
Chevrolet,Silverado 2500 LT,2015,122770,E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Black,None reported,27499,122.77,9,2749.9,old
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,59271,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,54995,59.271,5,9165.833333333334,new
GMC,Sierra 1500 SLE,2015,102000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,24500,102.0,9,2450.0,old
Chevrolet,Silverado 1500 RST,2020,40929,Gasoline,5.3L V8 16V GDI OHV,Automatic,Cajun Red Tintcoat,Jet Black,At least 1 accident or damage reported,44800,40.929,4,8960.0,new
Porsche,911 Turbo S,2019,22000,Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,174900,22.0,5,29150.0,new
Chevrolet,Suburban Z71,2022,19200,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,69790,19.2,2,23263.333333333332,new
Mercedes-Benz,G-Class G 550 4MATIC,2019,32376,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,128000,32.376,5,21333.333333333332,new
Porsche,911 Carrera,2023,19800,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,134900,19.8,1,67450.0,new
Land,Rover Range Rover Sport HSE,2011,105000,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,10000,105.0,13,714.2857142857143,old
Ford,F-250 Lariat,2016,122650,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,None reported,38900,122.65,8,4322.222222222223,new
Subaru,BRZ Limited,2022,14000,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,34999,14.0,2,11666.333333333334,new
Lexus,LS 460 Base,2008,100868,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,15397,100.868,16,905.7058823529412,old
Land,Rover Range Rover Sport HSE,2013,111000,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,15000,111.0,11,1250.0,old
Cadillac,Escalade Sport Platinum,2021,38500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,94995,38.5,3,23748.75,new
MINI,Cooper S Base,2006,99600,Gasoline,168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Orange,Black,None reported,5500,99.6,18,289.4736842105263,old
Acura,ILX 2.0L w/Premium Package,2013,198000,Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,11000,198.0,11,916.6666666666666,old
Lexus,RX 350 Base,2021,20598,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Atomic Silver,Gray,At least 1 accident or damage reported,42599,20.598,3,10649.75,new
Porsche,911 Carrera S,2013,52044,Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,White,Gray,None reported,76500,52.044,11,6375.0,old
MINI,Hardtop Cooper S,2022,23777,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,30000,23.777,2,10000.0,new
Ford,F-150 Platinum,2018,60660,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Black,At least 1 accident or damage reported,46900,60.66,6,6700.0,new
Mazda,CX-5 Touring,2018,61000,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,21800,61.0,6,3114.285714285714,new
Lexus,RX 350 F Sport Performance,2020,53750,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,32600,53.75,4,6520.0,new
BMW,X5 M50i,2023,13735,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,None reported,77897,13.735,1,38948.5,new
Mercedes-Benz,E-Class E 300,2019,32580,Gasoline,2.0 Liter Turbo,Automatic,Obsidian Black Metallic,Beige,None reported,33998,32.58,5,5666.333333333333,new
Porsche,911 Carrera Cabriolet,2006,96275,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,52500,96.275,18,2763.157894736842,old
Ford,F-350 Lariat,2015,162000,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,32000,162.0,9,3200.0,old
BMW,X3 xDrive30i,2019,92040,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Alpine White,Black,None reported,24999,92.04,5,4166.5,new
RAM,1500 SLT,2017,73690,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,27000,73.69,7,3375.0,new
Toyota,Tacoma Base,2009,48750,Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,M/T,Brown,Silver,None reported,17900,48.75,15,1118.75,old
Cadillac,SRX Performance Collection,2011,124542,Gasoline,265.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,8450,124.542,13,603.5714285714286,old
Ford,Mustang GT Premium,2010,69000,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,20000,69.0,14,1333.3333333333333,old
Dodge,Ram 2500 Laramie Quad Cab,2004,148000,Diesel,250.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,4-Speed A/T,Black,Beige,None reported,19000,148.0,20,904.7619047619048,old
BMW,650 i,2006,122141,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,10500,122.141,18,552.6315789473684,old
Subaru,Impreza WRX,2012,106000,Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,15000,106.0,12,1153.8461538461538,old
Ford,Edge Titanium,2017,113294,Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,16500,113.294,7,2062.5,new
Kia,Telluride SX,2021,24423,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Black,Black,None reported,44315,24.423,3,11078.75,new
RAM,1500 Rebel,2018,54800,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,37050,54.8,6,5292.857142857143,new
Ford,Explorer XLT,2017,161000,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,17500,161.0,7,2187.5,new
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,28755,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,61350,28.755,5,10225.0,new
Audi,Q5 2.0T Premium Plus,2016,52105,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,At least 1 accident or damage reported,20499,52.105,8,2277.6666666666665,new
Nissan,Armada Platinum,2018,119950,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,20999,119.95,6,2999.8571428571427,new
Mercedes-Benz,SL-Class SL500 Roadster,2003,80081,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,12500,80.081,21,568.1818181818181,old
Bentley,Bentayga V8,2021,24500,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,165000,24.5,3,41250.0,new
Jeep,Gladiator Overland,2021,4100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,55000,4.1,3,13750.0,new
BMW,M2 CS,2020,9670,Gasoline,444.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,103500,9.67,4,20700.0,new
Dodge,Charger SE,2017,63250,Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,18650,63.25,7,2331.25,new
Lincoln,MKX Black Label,2017,69431,Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,26500,69.431,7,3312.5,new
BMW,335 i,2008,98000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,13998,98.0,16,823.4117647058823,old
BMW,X1 xDrive28i,2019,52253,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,34500,52.253,5,5750.0,new
Ford,F-350 Platinum,2022,23850,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Silver,Black,None reported,99750,23.85,2,33250.0,new
Mercedes-Benz,Sprinter High Roof,2015,1500,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,39500,1.5,9,3950.0,old
Dodge,Challenger GT,2021,40000,Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,32500,40.0,3,8125.0,new
Audi,S4 3.0 Prestige,2012,38718,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,31000,38.718,12,2384.6153846153848,old
Toyota,Tacoma TRD Sport,2018,84184,Gasoline,3.5 Liter,Automatic,Magnetic Gray Metallic,Graphite w/Gun Metal,None reported,35998,84.184,6,5142.571428571428,new
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,13344,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Red,Black,None reported,56500,13.344,3,14125.0,new
INFINITI,Q50 3.0t Red Sport 400,2018,51850,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,28900,51.85,6,4128.571428571428,new
Porsche,911 Carrera 4S,2002,119500,Gasoline,320.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,36995,119.5,22,1608.4782608695652,old
Ford,Expedition Max Limited,2021,30918,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,51999,30.918,3,12999.75,new
Chevrolet,Corvette Stingray w/3LT,2023,1100,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,92000,1.1,1,46000.0,new
Mercedes-Benz,C-Class C 300,2019,40000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,27900,40.0,5,4650.0,new
Jeep,Grand Cherokee Limited,2005,100500,Gasoline,325.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,9998,100.5,19,499.9,old
Dodge,Charger SRT Hellcat,2020,54320,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,67000,54.32,4,13400.0,new
Mercedes-Benz,C-Class C 300 4MATIC,2018,49000,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,23450,49.0,6,3350.0,new
Porsche,911 Carrera S,2020,28000,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,134999,28.0,4,26999.8,new
Porsche,911 GT3,2022,1750,Gasoline,502.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,275000,1.75,2,91666.66666666667,new
Cadillac,DTS Luxury,2007,130000,Gasoline,275.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,At least 1 accident or damage reported,3499,130.0,17,194.38888888888889,old
Maserati,Grecale Modena,2023,3721,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,White,Red,None reported,69645,3.721,1,34822.5,new
Mercedes-Benz,S-Class S 550,2016,78101,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,34500,78.101,8,3833.3333333333335,new
Chevrolet,Malibu 1LT,2017,54000,Gasoline,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,16000,54.0,7,2000.0,new
Nissan,Quest SL,2011,185000,Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,7500,185.0,13,535.7142857142857,old
Mercedes-Benz,SLK-Class SLK 250,2015,49000,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Beige,None reported,23500,49.0,9,2350.0,old
GMC,Sierra 2500 Denali,2024,2043,Gasoline,401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,81500,2.043,0,81500.0,new
Lexus,RX 350 Base,2016,71750,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,28000,71.75,8,3111.1111111111113,new
Chevrolet,Corvette Stingray w/3LT,2020,5194,Gasoline,6.2L V8 16V GDI OHV,8-Speed Automatic with Auto-Shift,Arctic White,Tension,None reported,87500,5.194,4,17500.0,new
BMW,330 i,2019,42200,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,27500,42.2,5,4583.333333333333,new
Mercedes-Benz,GLC 300 Base,2020,42717,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,33500,42.717,4,6700.0,new
Chevrolet,Corvette Stingray w/2LT,2022,11089,Gasoline,6.2L V8 16V GDI OHV,8-Speed Manual,Silver Flare Metallic,Adrenaline Red,None reported,80900,11.089,2,26966.666666666668,new
Jaguar,XF 25t Prestige,2018,37777,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,32500,37.777,6,4642.857142857143,new
Ford,F-150 XLT,2021,35921,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Antimatter Blue Metallic,Black,None reported,42995,35.921,3,10748.75,new
Scion,FR-S Monogram,2014,163019,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,8900,163.019,10,809.0909090909091,old
Mercedes-Benz,C-Class C 300 4MATIC,2020,14220,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Beige,None reported,35500,14.22,4,7100.0,new
Chevrolet,Tahoe Premier,2019,48879,Gasoline,5.3L V8 16V GDI OHV,Automatic,Silver Ice Metallic,Jet Black,None reported,49573,48.879,5,8262.166666666666,new
BMW,M3 Base,2002,117200,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,15000,117.2,22,652.1739130434783,old
Ford,F-150 Lariat,2016,25000,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Gray,Black,None reported,65000,25.0,8,7222.222222222223,new
INFINITI,G37 Journey,2013,33300,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,21990,33.3,11,1832.5,old
Ford,Expedition XLT,2007,123921,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,6900,123.921,17,383.3333333333333,old
BMW,X3 sDrive30i,2021,12800,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Blue,None reported,39990,12.8,3,9997.5,new
Aston,Martin Vantage GT Base,2015,21100,Gasoline,430.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,80000,21.1,9,8000.0,old
Chevrolet,Tahoe LT,2009,104733,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,15000,104.733,15,937.5,old
Ford,Transit-250 Base,2020,53000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,38500,53.0,4,7700.0,new
Lexus,ES 250 Base,2021,17570,Gasoline,2.5 Liter,Automatic,Emin White,Black,None reported,39998,17.57,3,9999.5,new
RAM,1500 Rebel,2020,63875,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,41900,63.875,4,8380.0,new
Ford,Maverick XL,2023,12500,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Black,None reported,29999,12.5,1,14999.5,new
BMW,Z3 3.0i Roadster,2001,103990,Gasoline,225.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Beige,None reported,10500,103.99,23,437.5,old
Chevrolet,Camaro 1SS,2022,7000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,50000,7.0,2,16666.666666666668,new
Chevrolet,Corvette Stingray w/3LT,2023,9000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,92000,9.0,1,46000.0,new
Pontiac,Solstice GXP,2007,7800,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Black,None reported,19000,7.8,17,1055.5555555555557,old
Cadillac,XTS Luxury,2017,69289,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,20997,69.289,7,2624.625,new
Toyota,Highlander Limited,2011,106000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Gray,At least 1 accident or damage reported,16600,106.0,13,1185.7142857142858,old
Lincoln,Navigator Reserve,2020,68000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Gray,At least 1 accident or damage reported,55999,68.0,4,11199.8,new
Toyota,Highlander Hybrid Limited Platinum,2019,13828,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Blue,Black,None reported,43000,13.828,5,7166.666666666667,new
Audi,A3 2.0T Tech Premium,2018,39600,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,26999,39.6,6,3857.0,new
Jeep,Wrangler SE,2003,92000,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Gold,Black,None reported,12500,92.0,21,568.1818181818181,old
Toyota,Tacoma SR,2022,5020,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,36500,5.02,2,12166.666666666666,new
Chevrolet,Trailblazer SS,2007,107800,Gasoline,395.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,15000,107.8,17,833.3333333333334,old
Audi,A5 2.0T Premium Plus,2019,23827,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,34995,23.827,5,5832.5,new
Audi,A6 55 Premium,2020,25300,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,White,Beige,None reported,39900,25.3,4,7980.0,new
Porsche,911 Carrera,2005,46200,Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,49999,46.2,19,2499.95,old
Chevrolet,Corvette Stingray w/2LT,2022,3158,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Red,None reported,85989,3.158,2,28663.0,new
GMC,Acadia SLE,2021,26000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,30900,26.0,3,7725.0,new
Porsche,911 Carrera,2020,12758,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,107900,12.758,4,21580.0,new
Chevrolet,Corvette Base,2007,123500,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,At least 1 accident or damage reported,27000,123.5,17,1500.0,old
Ford,Mustang GT Premium,2018,26840,Gasoline,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,42500,26.84,6,6071.428571428572,new
Ford,Edge SEL,2021,17836,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Silver,Ebony,None reported,31933,17.836,3,7983.25,new
Cadillac,Escalade Luxury,2012,114500,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,16100,114.5,12,1238.4615384615386,old
Chevrolet,Corvette Stingray w/3LT,2022,5400,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,89900,5.4,2,29966.666666666668,new
Toyota,Corolla LE,2016,17500,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,15100,17.5,8,1677.7777777777778,new
Chevrolet,Trax LS,2020,20800,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,19000,20.8,4,3800.0,new
